602-584403586253135874 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584315799638302720 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-585135126914301952 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584368713010249728 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584373852785901568 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584363452426248192 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584384299908083713 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584435425260863489 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584456539072765953 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584360537464537089 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584228611319848961 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584398932874289152 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584279182227677184 The whole world stood for CharlieHebdo and Showed solidarity for Germanwings African Lives Matter [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter'] 1.0
602-584456962684911616 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584381338641235968 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584338941630787585 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584488739298226176 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584310047167119360 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584446401788129280 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584306457425883137 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584484402274545666 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584364371507343360 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584327830596493312 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584371777394110464 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584571186975117312 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584571148047790080 World stood for CharlieHebdo showed solidarity for Germanwings African lives matter too Garissa http [u'world', u'stood', u'for', u'charliehebdo', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa', u'http'] 1.0
602-584387017640812546 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584284891019227137 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584257019294527488 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584321032523231234 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584296911118569472 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-585608763257835523 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584288027180195840 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584381998132817920 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584308494628597762 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584380585323409409 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584352297498578944 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584460683284246529 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584282732504735746 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584500137998868481 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584320010232954880 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584445948887228416 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584308964835336192 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584366556819431424 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
